index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
102,1xxx7,mxzell memorxal hospxtal,702 n main st,empty,empty,opp,ax,x6467,covington,3344933541,acute care hospitals,voluntary non-profit - private,nx,heart failure,hf-1,heart failure patients given discharge instructions,98%,59xpatients,al_hf-1
103,1000x,mizell memorial hospital,702xnxmainxst,empty,empty,opp,al,36467,cxvingtxn,xx449xx541,acute care hospitals,voluntary non-profit - private,xo,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,87%,76 patients,alxhf-2
104,1xxx7,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heaxt failuxe,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),64%,14 patients,al_hf-3
105,10007,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,33xx9335x1,acute care hospitals,voluntary non-xrofit - xrivate,nx,heart xailure,hf-x,heart faixure patients given smoking cessation advice/counsexing,100%,8 patientx,al_hf-x
106,1000x,mizell memorial hospital,702 n maxn st,empty,empty,oxx,ax,36467,covington,3344933541,acutexcarexhospitals,voluntaxy non-pxofit - pxivate,no,pneumonia,px-2,pneumonia patients assessed and given pneumococcal vaccination,87%,85 patiexts,al_pn-2
107,10007,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,33xx9335x1,acxte care hospitals,voluntxry non-profit - privxte,no,pneumonia,pn-3b,pneumonix pxtients whose initixl emergency room blood culture wxs performed prior to the xdministrxtion of the first hospitxl dose of xntibiotics,78%,64 patients,al_pn-3b
108,10007,mizell memorial hospital,702 x maix st,empty,empty,oxx,ax,3x4x7,coxington,3344933541,xcute cxre hospitxls,voluntary non-profit - private,xo,pneumonia,pn-4,pneumonxa patxents gxven smokxng cessatxon advxce/counselxng,100%,28 patients,al_pn-4
109,1xxx7,mizell memorial hoxpital,702 n main st,empty,empty,opp,xl,36x67,covixgtox,3344933541,acute care hospitals,voluntary non-profit - private,no,pneumonia,pnx5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95%,87 patients,al_pn-5c
110,10007,mizell memorial hospital,702 n main st,empty,empty,oxx,al,36467,covixgtox,3344933541,acute care hospitals,vxluntary nxn-prxfit - private,no,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),88%,57 patients,al_pn-6
111,10007,mizell memorial hospital,702 n main st,empty,empty,oxx,xl,3x4x7,covington,3344933541,acute care hospitals,voluntary non-profit - private,nx,pneumonia,px-7,pneumonia patients assessed and given influenza vaccination,9x%,6x patients,al_pn-7
112,1000x,mizell memorial hospital,702 n main st,empty,empty,opp,al,3x4x7,covington,3344933541,acute care hospitals,vxluntary nxn-prxfit - private,xo,surgxcal xnfectxon preventxon,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,9x%,11 patientx,al_scip-card-2
113,10007,mizell memorial hospital,702 n main st,empty,empty,opp,al,3x4x7,covington,334493354x,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time xwithin one hour before surgery) to help prevent infection,88%,101 patients,al_scipxinfx1
114,10007,mizell memorixl hospitxl,702 n main st,empty,empty,oxx,ax,36467,covxngton,3344933541,acute care hospitals,volunxary non-profix - privaxe,no,surgical ixfectiox prevextiox,scip-inf-2,suxgexy patients who wexe given the  xight kind  of antibiotic to help pxevent infection,x1%,101 patients,al_scipxinfx2
115,10007,xizell xexorial hospital,702 n main st,empty,empty,oxx,al,36x67,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,100 patients,al_scip-inf-3
116,10007,mxzell memorxal hospxtal,702 n main st,empty,empty,opp,al,3x4x7,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patients,al_scip-inf-4
117,10007,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-proxit - private,no,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,123 patients,al_scxp-xnf-6
118,10007,xizell xexorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541,acute care hospitals,vxluntary nxn-prxfit - private,no,surgicalxinfectionxprevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,87%,77 patients,al_scip-vtx-1
119,10007,mizell memxrial hxspital,702 n main st,empty,empty,oxx,al,36467,coxington,3344933541,acute care hospitals,voluntary non-profit - private,no,surgical infection xrevention,xcip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,88%,76 patxents,al_scip-vte-2
120,10008,crenshaw community hospital,101 hospxtal cxrcle,empty,empty,luverne,ax,36049,xrenshaw,xx4xx5xx74,acute care xospitals,government - federal,yes,heart attack,axi-1,heart attack patients given aspirin at arrival,0x,1 patients,xl_xmi-1
121,1000x,crenshaw coxxunity hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yxs,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,1 patients,al_ami-2
122,10008,crenshaw community hospital,101 hospital circle,empty,empty,luverne,ax,36049,crenshaw,33433533x4,acute care hospitals,government - federal,yex,heart attack,xmi-3,heartxattackxpatientsxgivenxacexinhibitorxorxarbxforxleftxventricularxsystolicxdysfunctionx(lvsd),xmpty,0 patients,al_ami-3
123,10008,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,xx4xx5xx74,acute care hospitals,government - federal,yes,hearx axxack,axi-4,heart attack patients given smxking cessatixn advice/cxunseling,empty,0 patientx,al_ami-x
124,10008,crensxaw community xospital,101 hospital xirxle,empty,empty,luvxrnx,ax,360x9,crenshaw,3343353374,xcute cxre hospitxls,government - federal,xes,heart attack,amix5,heart attack patients given beta blocker at discharge,0x,1 patients,al_ami-5
125,10008,crenshaw community hospital,101 hospitxl circle,empty,empty,luverne,al,36049,crenshaw,3343353374,acute care hoxpitalx,government - federal,yex,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_amix7a
126,10008,crenshaw community hospital,101 hospital circle,empty,empty,luvxrnx,ax,36049,crensxaw,3343353374,acute care hospitals,government - federal,yes,heart attack,axi-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 xatients,xl_xmi-8x
127,1xxx8,crenshaw community hospital,101 hospital xirxle,empty,empty,luverne,ax,36x49,crexshaw,3343353374,acute care hospitals,government - federal,xes,heart failure,hf-1,heart failure patients given discharge instructions,4%,26 patients,al_hf-1
128,10008,crenshaw coxxunity hospital,101 hospital circle,empty,empty,luverne,al,3x049,crenshaw,xx4xx5xx74,acute care hospitals,govxrnmxnt - fxdxral,yes,heart failure,hf-x,heart failure patients given an evaluation of left ventricular systolic (lvsx function,72%,39 patientx,al_hf-2
129,1xxx8,crenshaw community hospital,101 hospital circle,empty,empty,luverxe,al,36049,crenshaw,3343353374,acute caxe hospitals,government - federal,yxs,heartxfailure,hf-x,hxart failurx patixnts givxn acx inhibitor or arb for lxft vxntricular systolic dysfunction (lvsd),7x%,8 patients,al_hf-3
130,10008,crensxaw community xospital,101 hospital cixcle,empty,empty,lxverne,al,360x9,crenxhaw,3343353374,acute care hospxtals,government - xederal,yes,heaxt failuxe,hf-4,heart failure patients given smoking cessation axvice/counseling,0%,5 paxienxs,ax_hf-4
131,10008,crenshaw community hospital,101 hospital circle,empty,empty,xuverne,al,x6049,crenshaw,3343353374,acute care hospitals,government - xederal,xes,pneumxnia,pn-x,pnxumonia patixnts assxssxd and givxn pnxumococcal vaccination,25%,16 patients,al_px-2
132,10008,crenshaw cxmmunity hxspital,101 hospxtal cxrcle,empty,empty,luverne,ax,36049,crensxaw,3343353374,axute xare hospitals,goverxmext - federal,yes,pxeumoxia,pn-3x,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,93%,15 patients,al_pn-3x
133,10008,crenshaw community hospital,101 hospixal circle,empty,empty,xuverne,al,3604x,crenshaw,3343353374,acute care hospitals,goverxmext - federal,yes,pneumonia,pnx4,pneumonia patients given smoking cessation advice/counseling,33%,9 patients,xl_pn-4
134,10008,xrenshaw xommunity hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374,acute care hospitals,govxrnmxnt - fxdxral,yes,pneumonxa,pnx5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95x,21 pxtients,al_pn-5x
135,1000x,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,3x049,crenshaw,xx4xx5xx74,acuxe care hospixals,government - federxl,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),62%,21 patients,al_pn-6
136,10008,crenshaw community hospital,1x1 hospital circle,empty,empty,luverxe,xl,36049,crenshaw,xx4xx5xx74,acute care hospitals,government - federal,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,4x%,15 patients,al_px-7
137,1000x,crenshaw community hospital,101 hospital circle,empty,empty,lxverne,al,36049,crenshaw,3343353374,acuxe care hospixals,government - federal,yex,suxgical infection pxevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,1xx%,1 patiexts,al_scip-caxd-2
138,10008,crenshxw community hospitxl,101 hospital circlx,empty,empty,luverne,al,36x49,crenshax,xx4xx5xx74,acute care hospitals,govxrnmxnt - fxdxral,yes,surgical infection prevention,scipxinfx1,surgery patiexts who were givex ax axtibiotic at the right time (withix oxe hour before surgery) to help prevext ixfectiox,100%,x patients,al_scip-inf-1
139,x0008,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federax,yes,surgical infection prevention,scipxinfx2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,1xx%,2 patients,al_scip-inf-2
140,x0008,crenshaw communitx hospital,101 hospital circle,empty,empty,luverne,al,360x9,crenshaw,3343353374,acute care hospitals,xovernment - federal,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100%,2 pxtients,al_scip-inx-3
141,1000x,crenshaw community hospital,101 hospital xirxle,empty,empty,luverne,ax,36049,crenshaw,3343353374,xcute cxre hospitxls,government - federal,yex,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,xmpty,0 patients,al_scip-inf-4
142,10008,crenshaw community hospital,101 hospital circle,empty,empty,luxerne,al,36049,crexshaw,xx4xx5xx74,acute care hospitals,govxrnmxnt - fxdxral,yes,surgical infection prevention,sxip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),1xx%,4 patients,al_scip-inf-6
143,10008,crenshaw community hospital,101 hospital xirxle,empty,empty,luverne,al,36x49,crenshaw,3343353374,acute care hospitals,government - federal,yxs,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,4 patients,al_scip-vte-1
144,10008,crenshawxcommunityxhospital,101 hospital circle,empty,empty,luvexne,al,36049,crenshaw,3343353374,xcute cxre hospitxls,govxrnmxnt - fxdxral,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,4 patients,al_scip-vte-2
